Sentence,Word_Count,Tag_Count,Word_Tag_Pairs
Onun yaptığı şakaya kimse gülmedi.,5,4,Onun:ADIL-PRONOUN|yaptığı:SIFAT-ADJECTIVE|şakaya:AD-NOUN|kimse:ADIL-PRONOUN|gülmedi.:FİİL-VERB
Onun önünde diz çöktü.,4,3,Onun:ADIL-PRONOUN|önünde:AD-NOUN|diz:AD-NOUN|çöktü:FİİL-VERB
Onunla en son bir ay önce konuştum.,7,6,Onunla:ADIL-PRONOUN|en:BELİRTEÇ-ADVERB|son:BELİRTEÇ-ADVERB|bir:SIFAT-ADJECTIVE|ay:AD-NOUN|önce:İLGEÇ-PREPOS|konuştum.:FİİL-VERB
Onunla göz göze gelmemek için başını çevirdi.,7,4,Onunla:ADIL-PRONOUN|göz:AD-NOUN|göze:AD-NOUN|gelmemek:FİİL-VERB|için:İLGEÇ-PREPOS|başını:AD-NOUN|çevirdi.:FİİL-VERB
Ordu düşmanı yendi.,3,2,Ordu:AD-NOUN|düşmanı:AD-NOUN|yendi.:FİİL-VERB
Ordu kaleyi fethetti.,3,2,Ordu:AD-NOUN|kaleyi:AD-NOUN|fethetti.:FİİL-VERB
Ortalık aydınlandı.,2,2,Ortalık:AD-NOUN|aydınlandı:FİİL-VERB
Otelde konakladı.,2,2,Otelde:AD-NOUN|konakladı:FİİL-VERB
Otele varana kadar hiç konuşmadık.,5,4,Otele:AD-NOUN|varana:FİİL-VERB|kadar:İLGEÇ-PREPOS|hiç:BELİRTEÇ-ADVERB|konuşmadık.:FİİL-VERB
Otuz kez yoklama verdik.,5,5,Otuz:SAYI-NUM|kez:ZARF-ADV|yoklama:İSİM-NOUN|verdik:FİİL-VERB|.:NOKTALAMA-PUNC
"Otuz yaşını bitiren kadın, erkek her Türk milletvekili seçilebilir.",11,5,"Otuz:SIFAT-ADJECTIVE|yaşını:AD-NOUN|bitiren:SIFAT-ADJECTIVE|kadın:AD-NOUN|,:NOKTALAMA-PUNCTUATION|erkek:AD-NOUN|her:BELİRLEYİCİ-DET|Türk:AD-NOUN|milletvekili:AD-NOUN|seçilebilir:FİİL-VERB|.:NOKTALAMA-PUNCTUATION"
Oyalandı,1,1,Oyalandı:FİİL-VERB
Oyuncu alkışı hak etti.,4,2,Oyuncu:AD-NOUN|alkışı:AD-NOUN|hak:AD-NOUN|etti.:FİİL-VERB
Oyuncu topu attı.,3,2,Oyuncu:AD-NOUN|topu:AD-NOUN|attı.:FİİL-VERB
Oyunun kuralları anlattığı gibi değildi.,5,3,Oyunun:AD-NOUN|kuralları:AD-NOUN|anlattığı:FİİL-VERB|gibi:İLGEÇ-PREPOS|değildi.:FİİL-VERB
Palyaço sırıtıyordu.,2,2,Palyaço:AD-NOUN|sırıtıyordu:FİİL-VERB
Palyaço çocuklara şekerleme verdi.,4,2,Palyaço:AD-NOUN|çocuklara:AD-NOUN|şekerleme:AD-NOUN|verdi:FİİL-VERB
Pamuk gibi yumuşak bir yastıkta uyudu.,6,5,Pamuk:AD-NOUN|gibi:İLGEÇ-PREPOS|yumuşak:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|yastıkta:AD-NOUN|uyudu.:FİİL-VERB
Pamuk gibi yumuşak elleri vardı.,5,4,Pamuk:AD-NOUN|gibi:İLGEÇ-PREPOS|yumuşak:SIFAT-ADJECTIVE|elleri:AD-NOUN|vardı.:FİİL-VERB
Paramedik hastaya acil müdahale yaptı.,5,3,Paramedik:AD-NOUN|hastaya:AD-NOUN|acil:SIFAT-ADJECTIVE|müdahale:AD-NOUN|yaptı:FİİL-VERB
Paramın yettiği kadar alışveriş yapacağım.,5,4,Paramın:AD-NOUN|yettiği:SIFAT-ADJECTIVE|kadar:İLGEÇ-PREPOS|alışveriş:AD-NOUN|yapacağım.:FİİL-VERB
Parası olduğu kadar değil,4,4,Parası:AD-NOUN|olduğu:SIFAT-ADJECTIVE|kadar:İLGEÇ-PREPOS|değil:FİİL-VERB
Parası olmadığı için istediği ayakkabıyı alamadı.,6,4,Parası:AD-NOUN|olmadığı:FİİL-VERB|için:İLGEÇ-PREPOS|istediği:SIFAT-ADJECTIVE|ayakkabıyı:AD-NOUN|alamadı.:FİİL-VERB
Parkta oyalandı.,2,2,Parkta:AD-NOUN|oyalandı:FİİL-VERB
Parmağım kadar bir böcek gördüm.,5,4,Parmağım:AD-NOUN|kadar:İLGEÇ-PREPOS|bir:BELİRLEYİCİ-DET|böcek:AD-NOUN|gördüm.:FİİL-VERB
Partide eğlendi.,2,2,Partide:AD-NOUN|eğlendi:FİİL-VERB
Patron geç kalmaktan nefret eder.,5,2,Patron:AD-NOUN|geç:AD-NOUN|kalmaktan:FİİL-VERB|nefret:AD-NOUN|eder.:FİİL-VERB
Patron tüm çalışanlara zam müjdesi verdi.,6,3,Patron:AD-NOUN|tüm:BELİRLEYİCİ-DET|çalışanlara:AD-NOUN|zam:AD-NOUN|müjdesi:AD-NOUN|verdi:FİİL-VERB
Patron öfkelendi.,2,2,Patron:AD-NOUN|öfkelendi:FİİL-VERB
Pazarlamacı ürünü sattı.,3,2,Pazarlamacı:AD-NOUN|ürünü:AD-NOUN|sattı.:FİİL-VERB
Pilot düğmeye bastı.,3,2,Pilot:AD-NOUN|düğmeye:AD-NOUN|bastı.:FİİL-VERB
Pilot yolculara anons yaptı.,4,2,Pilot:AD-NOUN|yolculara:AD-NOUN|anons:AD-NOUN|yaptı:FİİL-VERB
Planlarımıza göre saat beşte orada olmalıyız.,6,4,Planlarımıza:AD-NOUN|göre:İLGEÇ-PREPOS|saat:AD-NOUN|beşte:AD-NOUN|orada:ADIL-PRONOUN|olmalıyız.:FİİL-VERB
Planı birkaç kere değiştirdik.,5,5,Planı:İSİM-NOUN|birkaç:SAYI-NUM|kere:ZARF-ADV|değiştirdik:FİİL-VERB|.:NOKTALAMA-PUNC
Planı defalarca gözden geçirdim.,5,4,Planı:İSİM-NOUN|defalarca:ZARF-ADV|gözden:İSİM-NOUN|geçirdim:FİİL-VERB|.:NOKTALAMA-PUNC
Polis bize yolu tarif etti.,5,3,Polis:AD-NOUN|bize:ADIL-PRONOUN|yolu:AD-NOUN|tarif:AD-NOUN|etti:FİİL-VERB
Polis kavgayı ayırdı.,3,2,Polis:AD-NOUN|kavgayı:AD-NOUN|ayırdı.:FİİL-VERB
Polis kimin sorumlu olduğunu araştırıyor.,5,4,Polis:AD-NOUN|kimin:SORU-QUESTION|sorumlu:SIFAT-ADJECTIVE|olduğunu:FİİL-VERB|araştırıyor.:FİİL-VERB
Polis ona olanları kısaca özetledi.,5,4,Polis:AD-NOUN|ona:ADIL-PRONOUN|olanları:AD-NOUN|kısaca:BELİRTEÇ-ADVERB|özetledi.:FİİL-VERB
Polis suçluyu yakaladı.,3,2,Polis:AD-NOUN|suçluyu:AD-NOUN|yakaladı.:FİİL-VERB
Politikacı konuşmaya devam etti.,4,2,Politikacı:AD-NOUN|konuşmaya:FİİL-VERB|devam:AD-NOUN|etti.:FİİL-VERB
Pompacı benzini doldurdu.,3,2,Pompacı:AD-NOUN|benzini:AD-NOUN|doldurdu.:FİİL-VERB
Postacı onlara iyi haberler getirdi.,5,4,Postacı:AD-NOUN|onlara:ADIL-PRONOUN|iyi:SIFAT-ADJECTIVE|haberler:AD-NOUN|getirdi:FİİL-VERB
"Postalara verilen kağıtlar, mektuplar ve her türlü emanetler yetkili sorgu yargıcı veya yetkili mahkeme kararı olmadıkça açılamaz ve telgraf ve telefonla haberleşmenin gizliliği bozulamaz.",26,7,Postalara:AD-NOUN|verilen:SIFAT-ADJECTIVE|kağıtlar:AD-NOUN|VİRGÜL:NOKTALAMA-PUNCTUATION|mektuplar:AD-NOUN|ve:BAĞLAÇ-CONJ|her:BELİRLEYİCİ-DET|türlü:SIFAT-ADJECTIVE|emanetler:AD-NOUN|yetkili:SIFAT-ADJECTIVE|sorgu:AD-NOUN|yargıcı:AD-NOUN|veya:BAĞLAÇ-CONJ|yetkili:SIFAT-ADJECTIVE|mahkeme:AD-NOUN|kararı:AD-NOUN|olmadıkça:BELİRTEÇ-ADVERB|açılamaz:FİİL-VERB|ve:BAĞLAÇ-CONJ|telgraf:AD-NOUN|ve:BAĞLAÇ-CONJ|telefonla:AD-NOUN|haberleşmenin:AD-NOUN|gizliliği:AD-NOUN|bozulamaz:FİİL-VERB|NOKTA:NOKTALAMA-PUNCTUATION
Profesör öğrencilere konuyu öğretti.,4,2,Profesör:AD-NOUN|öğrencilere:AD-NOUN|konuyu:AD-NOUN|öğretti:FİİL-VERB
Proje hakkında detaylı bir rapor sundu.,6,5,Proje:AD-NOUN|hakkında:İLGEÇ-PREPOS|detaylı:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|rapor:AD-NOUN|sundu.:FİİL-VERB
Proje oldukça başarılıydı.,3,3,Proje:AD-NOUN|oldukça:BELİRTEÇ-ADVERB|başarılıydı:SIFAT-ADJECTIVE
Projeyi birkaç kez revize ettik.,6,5,Projeyi:İSİM-NOUN|birkaç:SAYI-NUM|kez:ZARF-ADV|revize:İSİM-NOUN|ettik:FİİL-VERB|.:NOKTALAMA-PUNC
Psikolog hastaya umut verici sözler söyledi.,6,3,Psikolog:AD-NOUN|hastaya:AD-NOUN|umut:AD-NOUN|verici:SIFAT-ADJECTIVE|sözler:AD-NOUN|söyledi:FİİL-VERB
Rakibi onunla yarışmaktan çekiniyor.,4,3,Rakibi:AD-NOUN|onunla:ADIL-PRONOUN|yarışmaktan:FİİL-VERB|çekiniyor.:FİİL-VERB
Rakip ona gücünü gösterdi.,4,3,Rakip:AD-NOUN|ona:ADIL-PRONOUN|gücünü:AD-NOUN|gösterdi:FİİL-VERB
Rakip pes etti.,3,2,Rakip:AD-NOUN|pes:AD-NOUN|etti:FİİL-VERB
Raporu iki kez okudum.,5,5,Raporu:İSİM-NOUN|iki:SAYI-NUM|kez:ZARF-ADV|okudum:FİİL-VERB|.:NOKTALAMA-PUNC
Raporu üstünkörü inceledi.,3,3,Raporu:AD-NOUN|üstünkörü:BELİRTEÇ-ADVERB|inceledi:FİİL-VERB
Rehber bana yolun sonunu gösterdi.,5,3,Rehber:AD-NOUN|bana:ADIL-PRONOUN|yolun:AD-NOUN|sonunu:AD-NOUN|gösterdi:FİİL-VERB
Resim netleşti.,2,2,Resim:AD-NOUN|netleşti:FİİL-VERB
Resmî Dil Türkçe’dir.,4,3,Resmî:SIFAT-ADJECTIVE|Dil:AD-NOUN|Türkçe’dir:AD-NOUN|.:NOKTALAMA-PUNCTUATION
Ressam bu resmi yağlı boya ile tuvale aktardı.,8,5,Ressam:AD-NOUN|bu:BELİRLEYİCİ-DET|resmi:AD-NOUN|yağlı:SIFAT-ADJECTIVE|boya:AD-NOUN|ile:İLGEÇ-PREPOS|tuvale:AD-NOUN|aktardı.:FİİL-VERB
Ressam resmi çizdi.,3,2,Ressam:AD-NOUN|resmi:AD-NOUN|çizdi.:FİİL-VERB
Ruh ikizi gibiydiler,3,2,Ruh:AD-NOUN|ikizi:AD-NOUN|gibiydiler:FİİL-VERB
Ruhu dinginleşti.,2,2,Ruhu:AD-NOUN|dinginleşti:FİİL-VERB
Rüzgar uğuldadı.,2,2,Rüzgar:AD-NOUN|uğuldadı:FİİL-VERB
Rüzgâr esti.,2,2,Rüzgâr:AD-NOUN|esti:FİİL-VERB
Sabaha kadar gözümü kırpmadım.,4,3,Sabaha:AD-NOUN|kadar:İLGEÇ-PREPOS|gözümü:AD-NOUN|kırpmadım.:FİİL-VERB
Sabaha karşı bir gürültüyle uyandım.,5,4,Sabaha:AD-NOUN|karşı:İLGEÇ-PREPOS|bir:BELİRLEYİCİ-DET|gürültüyle:AD-NOUN|uyandım.:FİİL-VERB
Sabaha karşı eve ancak varabildiler.,5,4,Sabaha:AD-NOUN|karşı:İLGEÇ-PREPOS|eve:AD-NOUN|ancak:BELİRTEÇ-ADVERB|varabildiler.:FİİL-VERB
Sabahatan beri seni arıyorum.,4,4,Sabahatan:BELİRTEÇ-ADVERB|beri:İLGEÇ-PREPOS|seni:ADIL-PRONOUN|arıyorum.:FİİL-VERB
Sabrı tükendi.,2,2,Sabrı:AD-NOUN|tükendi:FİİL-VERB
Sabrım tükenene kadar bekleyeceğim.,4,3,Sabrım:AD-NOUN|tükenene:FİİL-VERB|kadar:İLGEÇ-PREPOS|bekleyeceğim.:FİİL-VERB
Sabırla bekledi.,2,2,Sabırla:AD-NOUN|bekledi:FİİL-VERB
Sadece bir adım atacak kadar mecali kalmıştı.,7,5,Sadece:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|adım:AD-NOUN|atacak:FİİL-VERB|kadar:İLGEÇ-PREPOS|mecali:AD-NOUN|kalmıştı.:FİİL-VERB
Sadece bir kişiyi alacak kadar yer kalmıştı arabada.,8,5,Sadece:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|kişiyi:AD-NOUN|alacak:FİİL-VERB|kadar:İLGEÇ-PREPOS|yer:AD-NOUN|kalmıştı:FİİL-VERB|arabada.:AD-NOUN
Sadece ikimizi ilgilendiren bir konu bu.,6,5,Sadece:BELİRTEÇ-ADVERB|ikimizi:ADIL-PRONOUN|ilgilendiren:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|konu:AD-NOUN|bu.:BELİRLEYİCİ-DET
Sahilde yalınayak yürüdü.,3,3,Sahilde:AD-NOUN|yalınayak:BELİRTEÇ-ADVERB|yürüdü:FİİL-VERB
Sahile doğru bir yürüyüş yapalım mı?,6,5,Sahile:AD-NOUN|doğru:İLGEÇ-PREPOS|bir:BELİRLEYİCİ-DET|yürüyüş:AD-NOUN|yapalım:FİİL-VERB|mı?:SORU-QUESTION
Salıncak sallandı.,2,2,Salıncak:AD-NOUN|sallandı:FİİL-VERB
Sana dair umutlarımı hiç yitirmedim.,5,5,Sana:ADIL-PRONOUN|dair:İLGEÇ-PREPOS|umutlarımı:AD-NOUN|hiç:BELİRTEÇ-ADVERB|yitirmedim.:FİİL-VERB
Sana karşı dürüst olmak istiyorum.,5,4,Sana:ADIL-PRONOUN|karşı:İLGEÇ-PREPOS|dürüst:SIFAT-ADJECTIVE|olmak:FİİL-VERB|istiyorum.:FİİL-VERB
Sana olan borcumu ödeyene kadar rahat uyuyamam.,7,6,Sana:ADIL-PRONOUN|olan:SIFAT-ADJECTIVE|borcumu:AD-NOUN|ödeyene:FİİL-VERB|kadar:İLGEÇ-PREPOS|rahat:BELİRTEÇ-ADVERB|uyuyamam.:FİİL-VERB
Sana yüzlerce kez yazdım.,5,5,Sana:ZAMİR-PRON|yüzlerce:SAYI-NUM|kez:ZARF-ADV|yazdım:FİİL-VERB|.:NOKTALAMA-PUNC
Sanatseverler sergiyi gezdi.,3,2,Sanatseverler:AD-NOUN|sergiyi:AD-NOUN|gezdi.:FİİL-VERB
Sanatçı bu evde yıllarca tek başına yaşadı.,7,4,Sanatçı:AD-NOUN|bu:BELİRLEYİCİ-DET|evde:AD-NOUN|yıllarca:AD-NOUN|tek:SIFAT-ADJECTIVE|başına:AD-NOUN|yaşadı.:FİİL-VERB
Sanatçı bu resmi sadece kurşun kalemle çizdi.,7,5,Sanatçı:AD-NOUN|bu:BELİRLEYİCİ-DET|resmi:AD-NOUN|sadece:BELİRTEÇ-ADVERB|kurşun:SIFAT-ADJECTIVE|kalemle:AD-NOUN|çizdi.:FİİL-VERB
Sanatçı imajını yeniledi.,3,2,Sanatçı:AD-NOUN|imajını:AD-NOUN|yeniledi.:FİİL-VERB
Sanatçı onunla aynı sahneyi paylaşmaktan mutluluk duydu.,7,4,Sanatçı:AD-NOUN|onunla:ADIL-PRONOUN|aynı:SIFAT-ADJECTIVE|sahneyi:AD-NOUN|paylaşmaktan:FİİL-VERB|mutluluk:AD-NOUN|duydu.:FİİL-VERB
Sanatçı seyirciyi büyüledi.,3,2,Sanatçı:AD-NOUN|seyirciyi:AD-NOUN|büyüledi.:FİİL-VERB
Sanatçı tüm dünyaya barış mesajı yolladı.,6,3,Sanatçı:AD-NOUN|tüm:BELİRLEYİCİ-DET|dünyaya:AD-NOUN|barış:AD-NOUN|mesajı:AD-NOUN|yolladı:FİİL-VERB
Sanatçı yeni şarkısını sahnede ilk kez söyledi.,7,3,Sanatçı:AD-NOUN|yeni:SIFAT-ADJECTIVE|şarkısını:AD-NOUN|sahnede:AD-NOUN|ilk:SIFAT-ADJECTIVE|kez:AD-NOUN|söyledi.:FİİL-VERB
Sandalyeye oturdu.,2,2,Sandalyeye:AD-NOUN|oturdu:FİİL-VERB
Sanki başka bir gezegenden gelmiş gibiydi.,6,5,Sanki:BELİRTEÇ-ADVERB|başka:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|gezegenden:AD-NOUN|gelmiş:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir arı kovanı gibiydi,5,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|arı:AD-NOUN|kovanı:AD-NOUN|gibiydi:FİİL-VERB
Sanki bir aslan kükrüyor gibi bir ses duyuldu.,8,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|aslan:AD-NOUN|kükrüyor:FİİL-VERB|gibi:İLGEÇ-PREPOS|bir:BELİRLEYİCİ-DET|ses:AD-NOUN|duyuldu.:FİİL-VERB
Sanki bir asır kadar uzun bir süre geçti.,8,6,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|asır:AD-NOUN|kadar:İLGEÇ-PREPOS|uzun:SIFAT-ADJECTIVE|bir:BELİRLEYİCİ-DET|süre:AD-NOUN|geçti.:FİİL-VERB
Sanki bir aynanın içine bakar gibiydi.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|aynanın:AD-NOUN|içine:AD-NOUN|bakar:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir bahar sabahı gibiydi,5,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|bahar:AD-NOUN|sabahı:AD-NOUN|gibiydi:FİİL-VERB
Sanki bir bestekar gibi duygularını notalara döküyordu.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|bestekar:AD-NOUN|gibi:İLGEÇ-PREPOS|duygularını:AD-NOUN|notalara:AD-NOUN|döküyordu.:FİİL-VERB
Sanki bir bilgenin ağzından dökülür gibiydi sözleri.,7,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|bilgenin:AD-NOUN|ağzından:AD-NOUN|dökülür:FİİL-VERB|gibiydi:FİİL-VERB|sözleri.:AD-NOUN
Sanki bir bulutun üzerinde uyuyor gibiydi.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|bulutun:AD-NOUN|üzerinde:AD-NOUN|uyuyor:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir dedektif gibi iz sürüyordu.,6,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|dedektif:AD-NOUN|gibi:İLGEÇ-PREPOS|iz:AD-NOUN|sürüyordu.:FİİL-VERB
Sanki bir deniz fenerinin ışığı gibiydi umut.,7,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|deniz:AD-NOUN|fenerinin:AD-NOUN|ışığı:AD-NOUN|gibiydi:FİİL-VERB|umut.:AD-NOUN
Sanki bir deprem olmuş gibi her yer sallandı.,8,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|deprem:AD-NOUN|olmuş:FİİL-VERB|gibi:İLGEÇ-PREPOS|her:BELİRLEYİCİ-DET|yer:AD-NOUN|sallandı.:FİİL-VERB
Sanki bir festival alanı gibiydi sokaklar.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|festival:AD-NOUN|alanı:AD-NOUN|gibiydi:FİİL-VERB|sokaklar.:AD-NOUN
Sanki bir film karesinden çıkmış gibiydi o an.,8,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|film:AD-NOUN|karesinden:AD-NOUN|çıkmış:FİİL-VERB|gibiydi:FİİL-VERB|o:BELİRLEYİCİ-DET|an.:AD-NOUN
Sanki bir filmden fırlamış gibiydi duruşu.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|filmden:AD-NOUN|fırlamış:FİİL-VERB|gibiydi:FİİL-VERB|duruşu.:AD-NOUN
Sanki bir fırtınanın gözünde gibiydi,5,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|fırtınanın:AD-NOUN|gözünde:AD-NOUN|gibiydi:FİİL-VERB
Sanki bir hayalet görmüş gibi bembeyaz kesildi.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|hayalet:AD-NOUN|görmüş:FİİL-VERB|gibi:İLGEÇ-PREPOS|bembeyaz:BELİRTEÇ-ADVERB|kesildi.:FİİL-VERB
Sanki bir heykel gibi donup kalmıştı olduğu yerde.,8,6,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|heykel:AD-NOUN|gibi:İLGEÇ-PREPOS|donup:FİİL-VERB|kalmıştı:FİİL-VERB|olduğu:SIFAT-ADJECTIVE|yerde.:AD-NOUN
Sanki bir ipin üzerinde yürüyen cambaz gibiydi.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|ipin:AD-NOUN|üzerinde:AD-NOUN|yürüyen:SIFAT-ADJECTIVE|cambaz:AD-NOUN|gibiydi.:FİİL-VERB
Sanki bir kalkan tarafından korunur gibiydi.,6,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|kalkan:AD-NOUN|tarafından:İLGEÇ-PREPOS|korunur:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir kaplan gibi avının üzerine atladı.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|kaplan:AD-NOUN|gibi:İLGEÇ-PREPOS|avının:AD-NOUN|üzerine:AD-NOUN|atladı.:FİİL-VERB
Sanki bir kar tanesi gibi yeryüzüne iniyordu.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|kar:AD-NOUN|tanesi:AD-NOUN|gibi:İLGEÇ-PREPOS|yeryüzüne:AD-NOUN|iniyordu.:FİİL-VERB
Sanki bir kuklacının ipindeymiş gibi hareket ediyordu.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|kuklacının:AD-NOUN|ipindeymiş:AD-NOUN|gibi:İLGEÇ-PREPOS|hareket:AD-NOUN|ediyordu.:FİİL-VERB
Sanki bir kış uykusundan uyanmış gibiydi.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|kış:AD-NOUN|uykusundan:AD-NOUN|uyanmış:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir labirentin içinde kaybolmuş gibiydi.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|labirentin:AD-NOUN|içinde:AD-NOUN|kaybolmuş:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir masal diyarında gibi hissediyordu kendini.,7,6,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|masal:AD-NOUN|diyarında:AD-NOUN|gibi:İLGEÇ-PREPOS|hissediyordu:FİİL-VERB|kendini.:ADIL-PRONOUN
Sanki bir orkestra yönetiyor gibiydi konuşurken.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|orkestra:AD-NOUN|yönetiyor:FİİL-VERB|gibiydi:FİİL-VERB|konuşurken.:FİİL-VERB
Sanki bir orkestra şefi gibi tüm ekibi yönetiyordu.,8,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|orkestra:AD-NOUN|şefi:AD-NOUN|gibi:İLGEÇ-PREPOS|tüm:BELİRLEYİCİ-DET|ekibi:AD-NOUN|yönetiyordu.:FİİL-VERB
Sanki bir ormanın derinliklerinde kaybolmuş gibiydi.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|ormanın:AD-NOUN|derinliklerinde:AD-NOUN|kaybolmuş:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir peri eli değmiş gibi güzelleşmişti bahçe.,8,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|peri:AD-NOUN|eli:AD-NOUN|değmiş:FİİL-VERB|gibi:İLGEÇ-PREPOS|güzelleşmişti:FİİL-VERB|bahçe.:AD-NOUN
Sanki bir peri masalı gibiydi düğünleri.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|peri:AD-NOUN|masalı:AD-NOUN|gibiydi:FİİL-VERB|düğünleri.:AD-NOUN
Sanki bir rüyadan uyanmış gibi etrafına bakındı.,7,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|rüyadan:AD-NOUN|uyanmış:FİİL-VERB|gibi:İLGEÇ-PREPOS|etrafına:AD-NOUN|bakındı.:FİİL-VERB
Sanki bir rüzgarla savrulmuş gibiydi eşyalar.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|rüzgarla:AD-NOUN|savrulmuş:FİİL-VERB|gibiydi:FİİL-VERB|eşyalar.:AD-NOUN
Sanki bir saatin tik takları gibiydi hayatın ritmi.,8,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|saatin:AD-NOUN|tik:AD-NOUN|takları:AD-NOUN|gibiydi:FİİL-VERB|hayatın:AD-NOUN|ritmi.:AD-NOUN
Sanki bir satranç oyunu gibiydi,5,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|satranç:AD-NOUN|oyunu:AD-NOUN|gibiydi:FİİL-VERB
Sanki bir savaş alanından çıkmış gibiydi hali.,7,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|savaş:AD-NOUN|alanından:AD-NOUN|çıkmış:FİİL-VERB|gibiydi:FİİL-VERB|hali.:AD-NOUN
Sanki bir sis perdesinin arkasından bakar gibiydi.,7,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|sis:AD-NOUN|perdesinin:AD-NOUN|arkasından:AD-NOUN|bakar:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir sırrı paylaşıyor gibi fısıldadı.,6,5,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|sırrı:AD-NOUN|paylaşıyor:FİİL-VERB|gibi:İLGEÇ-PREPOS|fısıldadı.:FİİL-VERB
Sanki bir tarih kitabının sayfaları canlanmış gibiydi.,7,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|tarih:AD-NOUN|kitabının:AD-NOUN|sayfaları:AD-NOUN|canlanmış:FİİL-VERB|gibiydi.:FİİL-VERB
Sanki bir yanardağ patlamak üzere gibiydi.,6,4,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|yanardağ:AD-NOUN|patlamak:FİİL-VERB|üzere:AD-NOUN|gibiydi.:FİİL-VERB
Sanki bir zafer kazanmış gibi gururluydu.,6,6,Sanki:BELİRTEÇ-ADVERB|bir:BELİRLEYİCİ-DET|zafer:AD-NOUN|kazanmış:FİİL-VERB|gibi:İLGEÇ-PREPOS|gururluydu.:SIFAT-ADJECTIVE
