Full_Sentence,Word,Tag
"Kişi dokunulmazlığı, vicdan, düşünme, söz, yayım, yolculuk, bağıt, çalışma, mülkedinme, malını ve hakkını kullanma, toplanma, dernek kurma, ortaklık kurma hakları ve hürriyetleri Türklerin tabii haklarındandır.",tabii,SIFAT-ADJECTIVE
"Kişi dokunulmazlığı, vicdan, düşünme, söz, yayım, yolculuk, bağıt, çalışma, mülkedinme, malını ve hakkını kullanma, toplanma, dernek kurma, ortaklık kurma hakları ve hürriyetleri Türklerin tabii haklarındandır.",haklarındandır,AD-NOUN
"Kişi dokunulmazlığı, vicdan, düşünme, söz, yayım, yolculuk, bağıt, çalışma, mülkedinme, malını ve hakkını kullanma, toplanma, dernek kurma, ortaklık kurma hakları ve hürriyetleri Türklerin tabii haklarındandır.",.,NOKTALAMA-PUNCTUATION
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",Cana,AD-NOUN
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",",",NOKTALAMA-PUNCTUATION
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",mala,AD-NOUN
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",",",NOKTALAMA-PUNCTUATION
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",ırza,AD-NOUN
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",",",NOKTALAMA-PUNCTUATION
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",konuta,AD-NOUN
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",hiçbir,BELİRLEYİCİ-DET
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",türlü,SIFAT-ADJECTIVE
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",dokunulamaz,FİİL-VERB
"Cana, mala, ırza, konuta hiçbir türlü dokunulamaz.",.,NOKTALAMA-PUNCTUATION
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,Kanunda,AD-NOUN
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,yazılı,SIFAT-ADJECTIVE
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,hal,AD-NOUN
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,ve,BAĞLAÇ-CONJ
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,şekillerden,AD-NOUN
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,başka,SIFAT-ADJECTIVE
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,türlü,SIFAT-ADJECTIVE
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,hiçbir,BELİRLEYİCİ-DET
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,kimse,ADIL-PRONOUN
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,yakalanamaz,FİİL-VERB
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,ve,BAĞLAÇ-CONJ
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,tutulmaz,FİİL-VERB
Kanunda yazılı hal ve şekillerden başka türlü hiçbir kimse yakalanamaz ve tutulmaz.,.,NOKTALAMA-PUNCTUATION
"İşkence, eziyet, zoralım ve angarya yasaktır.",İşkence,AD-NOUN
"İşkence, eziyet, zoralım ve angarya yasaktır.",",",NOKTALAMA-PUNCTUATION
"İşkence, eziyet, zoralım ve angarya yasaktır.",eziyet,AD-NOUN
"İşkence, eziyet, zoralım ve angarya yasaktır.",",",NOKTALAMA-PUNCTUATION
"İşkence, eziyet, zoralım ve angarya yasaktır.",zoralım,AD-NOUN
"İşkence, eziyet, zoralım ve angarya yasaktır.",ve,BAĞLAÇ-CONJ
"İşkence, eziyet, zoralım ve angarya yasaktır.",angarya,AD-NOUN
"İşkence, eziyet, zoralım ve angarya yasaktır.",yasaktır,SIFAT-ADJECTIVE
"İşkence, eziyet, zoralım ve angarya yasaktır.",.,NOKTALAMA-PUNCTUATION
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,Kamu,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,faydasına,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,gerekli,SIFAT-ADJECTIVE
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,olduğu,FİİL-VERB
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,usulüne,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,göre,İLGEÇ-PREPOS
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,anlaşılmadıkça,FİİL-VERB
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,ve,BAĞLAÇ-CONJ
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,özel,SIFAT-ADJECTIVE
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,kanunları,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,gereğince,İLGEÇ-PREPOS
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,değer,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,pahası,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,peşin,BELİRTEÇ-ADVERB
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,verilmedikçe,FİİL-VERB
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,hiç,BELİRLEYİCİ-DET
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,kimsenin,ADIL-PRONOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,malı,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,ve,BAĞLAÇ-CONJ
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,mülkü,AD-NOUN
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,kamulaştırılamaz,FİİL-VERB
Kamu faydasına gerekli olduğu usulüne göre anlaşılmadıkça ve özel kanunları gereğince değer pahası peşin verilmedikçe hiç kimsenin malı ve mülkü kamulaştırılamaz.,.,NOKTALAMA-PUNCTUATION
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,Çiftçiyi,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,toprak,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,sahibi,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,kılmak,FİİL-VERB
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,ve,BAĞLAÇ-CONJ
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,ormanları,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,devletleştirmek,FİİL-VERB
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,için,İLGEÇ-PREPOS
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,alınacak,SIFAT-ADJECTIVE
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,toprak,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,ve,BAĞLAÇ-CONJ
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,ormanların,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,kamulaştırma,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,karşılığı,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,ve,BAĞLAÇ-CONJ
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,bu,BELİRLEYİCİ-DET
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,karşılıkların,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,ödenişi,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,özel,SIFAT-ADJECTIVE
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,kanunlarla,AD-NOUN
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,gösterilir,FİİL-VERB
Çiftçiyi toprak sahibi kılmak ve ormanları devletleştirmek için alınacak toprak ve ormanların kamulaştırma karşılığı ve bu karşılıkların ödenişi özel kanunlarla gösterilir.,.,NOKTALAMA-PUNCTUATION
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,Olağanüstü,SIFAT-ADJECTIVE
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,hallerde,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,kanuna,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,göre,İLGEÇ-PREPOS
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,yükletilecek,SIFAT-ADJECTIVE
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,para,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,ve,BAĞLAÇ-CONJ
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,mal,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,ve,BAĞLAÇ-CONJ
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,çalışma,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,ödevleri,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,dışında,İLGEÇ-PREPOS
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,hiçbir,BELİRLEYİCİ-DET
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,kimse,ADIL-PRONOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,başka,SIFAT-ADJECTIVE
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,hiçbir,BELİRLEYİCİ-DET
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,şey,AD-NOUN
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,yapmaya,FİİL-VERB
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,ve,BAĞLAÇ-CONJ
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,vermeye,FİİL-VERB
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,zorlanamaz,FİİL-VERB
Olağanüstü hallerde kanuna göre yükletilecek para ve mal ve çalışma ödevleri dışında hiçbir kimse başka hiçbir şey yapmaya ve vermeye zorlanamaz.,.,NOKTALAMA-PUNCTUATION
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",Hiçbir,BELİRLEYİCİ-DET
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",kimse,ADIL-PRONOUN
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",felsefi,SIFAT-ADJECTIVE
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",inanından,AD-NOUN
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",",",NOKTALAMA-PUNCTUATION
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",din,AD-NOUN
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",ve,BAĞLAÇ-CONJ
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",mezhebinden,AD-NOUN
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",dolayı,İLGEÇ-PREPOS
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",kınanamaz,FİİL-VERB
"Hiçbir kimse felsefi inanından, din ve mezhebinden dolayı kınanamaz.",.,NOKTALAMA-PUNCTUATION
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,Güvenliğe,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,ve,BAĞLAÇ-CONJ
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,edep,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,törelerine,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,ve,BAĞLAÇ-CONJ
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,kanunlar,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,hükümlerine,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,aykırı,SIFAT-ADJECTIVE
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,bulunmamak,FİİL-VERB
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,üzere,İLGEÇ-PREPOS
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,her,BELİRLEYİCİ-DET
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,türlü,SIFAT-ADJECTIVE
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,din,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,törenleri,AD-NOUN
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,serbesttir,SIFAT-ADJECTIVE
Güvenliğe ve edep törelerine ve kanunlar hükümlerine aykırı bulunmamak üzere her türlü din törenleri serbesttir.,.,NOKTALAMA-PUNCTUATION
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,Kanunda,AD-NOUN
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,yazılı,SIFAT-ADJECTIVE
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,usul,AD-NOUN
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,ve,BAĞLAÇ-CONJ
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,haller,AD-NOUN
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,dışında,İLGEÇ-PREPOS
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,kimsenin,ADIL-PRONOUN
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,konutuna,AD-NOUN
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,girilemez,FİİL-VERB
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,ve,BAĞLAÇ-CONJ
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,üstü,AD-NOUN
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,aranamaz,FİİL-VERB
Kanunda yazılı usul ve haller dışında kimsenin konutuna girilemez ve üstü aranamaz.,.,NOKTALAMA-PUNCTUATION
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",Basın,AD-NOUN
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",",",NOKTALAMA-PUNCTUATION
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",kanun,AD-NOUN
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",çerçevesinde,AD-NOUN
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",serbesttir,SIFAT-ADJECTIVE
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",ve,BAĞLAÇ-CONJ
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",yayımından,AD-NOUN
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",önce,İLGEÇ-PREPOS
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",denetlenemez,FİİL-VERB
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",",",NOKTALAMA-PUNCTUATION
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",yoklanamaz,FİİL-VERB
"Basın, kanun çerçevesinde serbesttir ve yayımından önce denetlenemez, yoklanamaz.",.,NOKTALAMA-PUNCTUATION
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,Seferberlik,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,ve,BAĞLAÇ-CONJ
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,sıkıyönetim,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,hallerinin,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,veyahut,BAĞLAÇ-CONJ
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,salgın,SIFAT-ADJECTIVE
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,hastalıklardan,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,dolayı,İLGEÇ-PREPOS
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,kanun,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,gereğine,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,alınacak,SIFAT-ADJECTIVE
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,tedbirlerin,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,gerektirdiği,SIFAT-ADJECTIVE
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,kısıntıların,AD-NOUN
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,dışında,İLGEÇ-PREPOS
Seferberlik ve sıkıyönetim hallerinin veyahut salgın hastalıklardan dolayı kanun gereğine alınacak tedbirlerin gerektirdiği kısıntıların dışında yolculuk hiçbir kayıt altına alınamaz.,yolculuk,AD-NOUN
